-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 10/01/2008 through 02/29/2024 
Location: Latitude  -22.2001   Longitude -65.62 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 3590.49 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PS              MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,WS2M,T2M,T2M_RANGE,PRECTOTCORR,RH2M,PS
2017,1,11,3.57,11.98,14.14,1.21,67.88,66.35
2017,1,12,2.82,13.35,14.99,0.01,66.75,66.41
2017,1,13,2.95,14.42,13.81,0.0,64.25,66.32
2017,1,14,3.02,13.79,15.34,0.0,62.06,66.19
2017,1,15,2.95,13.67,15.48,8.65,66.12,66.05
2017,1,16,2.08,12.98,11.43,0.44,70.56,66.25
2017,1,17,3.16,13.73,13.71,0.0,64.06,66.33
2017,1,18,3.06,13.49,14.48,0.02,61.81,66.39
2017,1,19,3.19,12.58,14.77,0.0,56.12,66.5
2017,1,20,3.26,11.2,15.95,0.0,57.69,66.61
2017,1,21,3.34,11.81,16.61,0.0,56.31,66.58
2017,1,22,3.05,11.82,14.39,2.88,64.25,66.36
2017,1,23,2.4,8.72,14.36,25.23,74.06,66.18
2017,1,24,2.24,9.78,13.95,6.5,70.19,66.2
2017,1,25,3.11,10.67,14.99,0.0,61.88,66.51
2017,1,26,2.2,9.37,12.3,0.22,72.25,66.64
2017,1,27,2.52,10.57,15.11,0.01,63.06,66.58
2017,1,28,2.89,10.88,15.22,0.0,57.88,66.55
2017,1,29,2.54,10.17,21.27,0.0,52.62,66.42
2017,1,30,2.52,11.12,20.62,0.62,57.81,66.24
2017,1,31,2.66,10.86,15.99,5.98,68.31,66.22
2017,2,1,2.32,12.07,14.38,2.63,64.0,66.16
2017,2,2,3.11,11.83,14.86,3.79,67.88,66.13
2017,2,3,2.92,13.9,17.04,0.23,62.06,66.02
2017,2,4,2.96,14.71,20.3,2.45,56.75,66.02
2017,2,5,3.17,12.97,12.74,4.33,69.5,66.25
2017,2,6,3.55,12.21,13.34,11.18,71.12,66.25
2017,2,7,2.85,13.26,16.9,3.37,68.19,66.15
2017,2,8,2.88,14.33,16.54,0.92,66.44,66.21
2017,2,9,2.56,14.82,17.67,0.0,61.31,66.24
2017,2,10,2.52,14.59,16.19,6.01,62.81,66.13
2017,2,11,2.96,12.65,15.12,6.05,68.69,66.09
2017,2,12,2.95,10.98,13.07,2.31,70.62,66.19
2017,2,13,3.49,10.54,14.23,0.0,69.69,66.2
2017,2,14,3.26,11.22,15.57,0.0,70.31,66.31
2017,2,15,3.44,11.84,15.91,0.0,64.31,66.5
2017,2,16,2.57,13.12,16.19,0.0,65.75,66.37
2017,2,17,2.62,14.0,16.05,0.0,59.44,66.19
2017,2,18,3.26,13.16,19.39,1.76,58.0,66.18
2017,2,19,3.59,12.48,12.76,3.5,67.88,66.37
2017,2,20,3.29,11.87,11.3,0.35,70.5,66.5
2017,2,21,3.21,11.63,12.95,0.06,69.88,66.49
2017,2,22,3.47,11.4,13.41,1.06,67.19,66.42
2017,2,23,2.99,11.39,14.38,0.86,66.56,66.39
2017,2,24,3.17,11.7,13.41,0.44,66.44,66.35
2017,2,25,3.46,11.69,12.9,0.67,65.38,66.27
2017,2,26,3.41,11.28,10.6,9.33,74.19,66.22
2017,2,27,1.77,10.76,14.8,2.43,74.12,66.21
2017,2,28,1.77,11.12,16.01,3.0,68.5,66.09
2017,3,1,2.41,10.2,15.12,5.35,69.62,66.07
2017,3,2,2.36,12.32,16.12,6.6,66.19,66.06
2017,3,3,2.24,12.11,13.99,2.04,72.69,66.12
2017,3,4,2.55,13.63,15.89,0.27,61.0,66.13
2017,3,5,3.11,12.69,11.9,0.26,74.19,66.17
2017,3,6,1.8,10.29,12.54,0.16,75.88,66.35
2017,3,7,2.91,12.72,14.3,0.15,68.0,66.43
2017,3,8,2.58,14.78,17.65,0.0,63.81,66.24
2017,3,9,2.88,14.33,19.56,2.37,62.25,66.11
2017,3,10,3.07,10.8,13.55,3.12,74.12,66.35
2017,3,11,1.76,13.01,11.35,2.34,70.31,66.34
2017,3,12,2.1,9.33,9.69,2.54,77.75,66.5
2017,3,13,2.34,11.0,14.89,0.03,71.31,66.44
2017,3,14,2.54,12.91,15.74,0.0,61.75,66.22
2017,3,15,1.77,12.87,14.05,8.4,64.31,66.14
2017,3,16,2.66,8.19,12.3,8.89,77.44,66.3
2017,3,17,2.88,8.05,14.83,0.26,68.31,66.38
2017,3,18,2.35,9.41,16.06,0.01,67.56,66.37
2017,3,19,3.15,10.16,16.0,0.0,64.38,66.4
2017,3,20,3.38,10.32,16.49,0.0,63.81,66.39
2017,3,21,3.14,10.12,13.49,9.98,73.38,66.38
2017,3,22,2.54,11.03,12.6,5.14,76.31,66.38
2017,3,23,1.69,11.55,12.22,5.61,75.44,66.36
2017,3,24,2.32,10.76,12.79,4.78,74.06,66.31
2017,3,25,2.09,12.23,13.1,0.71,73.5,66.18
2017,3,26,2.27,12.05,15.55,5.61,65.88,66.19
2017,3,27,2.16,11.62,12.73,0.98,73.56,66.32
2017,3,28,3.19,11.4,10.79,1.17,76.5,66.41
2017,3,29,2.27,11.77,13.09,0.28,74.5,66.33
2017,3,30,2.27,11.29,8.93,1.93,79.0,66.2
2017,3,31,1.68,10.51,14.05,6.25,75.94,66.32
2017,4,1,2.58,11.32,12.13,2.66,79.25,66.39
2017,4,2,2.09,12.24,19.34,0.34,64.5,66.19
2017,4,3,2.98,10.93,14.58,0.52,68.44,66.14
2017,4,4,1.8,12.53,17.37,0.33,61.75,66.08
2017,4,5,2.54,12.23,14.87,0.21,63.5,66.24
2017,4,6,2.35,11.94,15.52,0.01,66.31,66.29
2017,4,7,2.29,11.87,21.38,0.0,50.44,66.1
2017,4,8,2.08,11.73,16.75,0.19,54.75,66.04
2017,4,9,2.62,10.89,16.56,0.34,60.12,66.07
2017,4,10,2.8,10.74,19.72,0.02,55.38,66.18
2017,4,11,2.98,9.71,10.89,0.04,75.5,66.43
2017,4,12,2.71,8.48,12.34,0.02,76.75,66.44
2017,4,13,2.27,10.49,17.75,0.23,68.5,66.26
2017,4,14,2.45,10.6,16.79,0.4,71.0,66.32
2017,4,15,2.28,11.79,16.6,0.45,68.62,66.32
2017,4,16,3.16,9.92,10.84,1.25,77.94,66.45
2017,4,17,3.84,10.17,12.4,0.78,74.56,66.26
2017,4,18,3.34,10.14,15.22,0.6,60.12,66.02
2017,4,19,3.65,4.94,15.66,0.1,48.94,65.95
2017,4,20,3.42,6.54,21.25,0.0,42.44,66.09
2017,4,21,2.43,7.87,19.95,0.18,51.81,66.26
2017,4,22,2.35,10.69,18.63,0.42,64.31,66.3
2017,4,23,1.98,11.37,17.83,0.85,62.19,66.22
2017,4,24,2.25,9.25,23.05,0.04,44.62,66.07
2017,4,25,3.21,6.76,20.88,0.01,37.06,66.0
2017,4,26,2.45,5.76,21.74,0.27,36.81,66.14
2017,4,27,1.77,4.87,18.7,0.0,51.12,66.26
2017,4,28,2.37,6.01,19.28,0.0,56.81,66.38
2017,4,29,1.79,6.8,13.51,0.0,60.62,66.45
2017,4,30,2.22,8.22,14.41,0.0,63.06,66.38
2017,5,1,1.52,7.07,20.05,0.0,54.44,66.36
2017,5,2,1.59,7.6,23.2,0.0,41.94,66.25
2017,5,3,2.69,6.01,19.73,0.0,47.94,66.37
2017,5,4,1.98,8.26,16.23,0.0,65.31,66.24
2017,5,5,2.09,6.69,20.23,0.0,52.81,66.3
2017,5,6,2.33,8.01,21.65,0.0,37.88,66.19
2017,5,7,2.96,7.31,21.94,0.0,34.56,66.14
2017,5,8,2.2,5.83,23.53,0.04,43.0,66.13
2017,5,9,2.93,7.89,15.98,0.23,74.62,66.23
2017,5,10,2.18,8.87,16.45,0.44,59.44,66.23
2017,5,11,3.35,7.73,18.33,0.0,44.31,66.14
2017,5,12,4.37,6.08,19.83,0.19,43.56,66.03
2017,5,13,6.0,7.61,19.16,0.19,29.12,66.01
2017,5,14,3.28,6.28,24.32,0.0,30.19,66.16
2017,5,15,2.13,5.65,22.9,0.38,41.25,66.26
2017,5,16,2.95,6.21,22.19,0.01,32.44,66.16
2017,5,17,3.45,4.5,21.65,0.2,26.62,66.04
2017,5,18,4.5,2.88,19.76,0.23,29.06,65.85
2017,5,19,3.45,2.35,20.24,0.09,25.81,65.85
2017,5,20,3.56,2.44,19.82,0.14,26.75,65.9
2017,5,21,2.07,3.49,22.89,0.0,25.69,66.1
2017,5,22,2.81,4.18,16.12,0.05,43.12,66.14
2017,5,23,2.07,4.9,15.62,0.01,55.31,66.14
2017,5,24,2.84,5.58,12.94,0.3,53.25,66.17
2017,5,25,3.56,7.23,18.17,0.05,55.62,66.19
2017,5,26,2.64,6.23,10.62,0.65,65.75,66.35
2017,5,27,3.11,6.4,17.17,0.05,56.06,66.32
2017,5,28,2.56,5.4,16.45,0.01,40.31,66.33
2017,5,29,2.63,6.33,19.05,0.0,34.94,66.34
2017,5,30,2.97,4.84,17.45,0.02,36.0,66.23
2017,5,31,2.32,3.61,23.39,0.06,27.88,66.2
2017,6,1,1.94,4.08,22.48,0.0,29.25,66.27
2017,6,2,2.2,4.38,20.68,0.0,24.88,66.19
2017,6,3,2.38,4.4,23.38,0.0,24.06,66.04
2017,6,4,3.55,5.42,19.79,0.0,33.81,66.02
2017,6,5,4.34,5.6,19.37,0.18,49.31,66.04
2017,6,6,3.13,6.09,17.85,0.2,61.19,66.09
2017,6,7,6.4,5.87,15.3,0.42,55.81,65.79
2017,6,8,5.18,1.71,18.62,0.0,16.75,66.06
2017,6,9,2.3,2.36,18.67,0.0,22.0,66.43
2017,6,10,2.17,4.72,16.37,0.0,23.94,66.3
2017,6,11,3.15,3.32,19.84,0.0,23.69,66.05
2017,6,12,2.09,3.0,18.9,0.0,18.06,66.03
2017,6,13,1.66,1.87,20.52,0.0,23.12,66.18
2017,6,14,1.95,4.27,21.7,0.0,21.06,66.37
2017,6,15,2.02,5.4,22.84,0.0,18.06,66.39
2017,6,16,2.59,6.66,24.48,0.0,17.81,66.21
2017,6,17,2.59,7.37,24.98,0.0,21.25,66.14
2017,6,18,2.77,5.66,22.3,0.01,28.69,66.13
2017,6,19,1.7,4.19,20.06,0.0,53.69,66.19
2017,6,20,1.55,4.47,19.57,0.0,41.06,66.22
2017,6,21,2.46,3.33,21.95,0.0,19.25,66.21
2017,6,22,2.52,4.04,23.61,0.0,15.56,66.03
2017,6,23,2.83,4.2,22.39,0.0,16.0,66.11
2017,6,24,2.24,5.51,21.98,0.0,20.69,66.28
2017,6,25,2.21,7.48,19.7,0.0,26.69,66.27
2017,6,26,3.24,7.0,19.73,0.0,31.62,66.1
2017,6,27,2.82,4.85,22.07,0.0,32.81,66.24
2017,6,28,2.65,5.95,17.53,0.01,60.88,66.3
2017,6,29,1.8,6.72,17.43,0.01,50.12,66.32
2017,6,30,2.68,6.26,15.66,0.0,71.19,66.48
2017,7,1,2.82,4.91,8.51,0.04,81.25,66.61
2017,7,2,2.21,5.44,12.99,0.09,73.0,66.55
2017,7,3,1.55,5.25,15.96,0.04,63.75,66.36
2017,7,4,2.15,4.87,23.89,0.01,26.38,66.08
2017,7,5,2.06,4.77,20.49,0.0,16.25,66.38
2017,7,6,2.01,5.51,20.09,0.0,27.81,66.43
2017,7,7,1.64,5.61,19.48,0.05,36.62,66.35
2017,7,8,1.26,4.88,18.25,0.14,36.69,66.38
2017,7,9,1.92,5.11,19.91,0.02,47.19,66.46
2017,7,10,2.24,5.33,18.59,0.11,32.94,66.47
2017,7,11,2.12,6.16,19.64,0.09,43.81,66.47
2017,7,12,2.24,6.58,21.26,0.09,23.69,66.41
2017,7,13,2.01,7.12,21.95,0.0,21.94,66.38
2017,7,14,2.64,7.02,22.4,0.0,20.81,66.23
2017,7,15,3.55,5.55,23.57,0.0,22.94,66.01
2017,7,16,3.24,4.36,20.23,0.02,25.44,65.99
2017,7,17,2.61,2.68,21.74,0.0,40.62,66.22
2017,7,18,1.09,2.16,21.44,0.0,43.06,66.43
2017,7,19,1.8,4.4,21.64,0.0,17.06,66.37
2017,7,20,1.58,5.51,18.93,0.0,17.12,66.31
2017,7,21,2.37,4.68,18.59,0.0,27.25,66.39
2017,7,22,2.57,6.89,22.93,0.0,28.12,66.2
2017,7,23,3.16,6.69,20.27,0.0,18.69,66.12
2017,7,24,2.12,5.87,22.67,0.0,23.5,66.37
2017,7,25,2.04,7.3,20.84,0.0,21.62,66.44
2017,7,26,2.48,6.51,20.29,0.0,38.81,66.5
2017,7,27,2.03,7.76,20.08,0.0,57.5,66.47
2017,7,28,2.13,7.7,22.08,0.0,33.06,66.33
2017,7,29,2.54,7.19,21.58,0.0,30.62,66.35
2017,7,30,2.8,6.36,17.46,0.0,48.25,66.53
2017,7,31,1.98,8.26,20.44,0.0,53.56,66.33
2017,8,1,2.03,8.03,22.46,0.0,24.19,66.04
2017,8,2,2.08,6.16,24.94,0.12,39.88,66.13
2017,8,3,1.44,6.06,25.13,0.0,51.25,66.36
2017,8,4,1.82,7.51,23.12,0.0,21.62,66.34
2017,8,5,2.24,8.34,23.5,0.0,15.38,66.26
2017,8,6,2.02,7.33,23.62,0.0,21.56,66.27
2017,8,7,3.28,7.9,24.51,0.0,15.0,66.16
2017,8,8,3.29,6.12,23.56,0.0,24.5,66.28
2017,8,9,3.77,7.94,20.54,0.0,40.12,66.18
2017,8,10,4.17,5.44,22.7,0.0,8.81,66.07
2017,8,11,5.55,4.12,19.38,0.0,20.62,65.86
2017,8,12,8.16,3.19,16.48,0.0,21.12,65.71
2017,8,13,3.91,3.6,22.79,0.0,8.88,65.93
2017,8,14,2.44,4.91,22.62,0.0,10.69,66.0
2017,8,15,2.05,4.76,21.85,0.0,15.0,66.11
2017,8,16,2.54,4.55,19.0,0.0,28.0,66.19
2017,8,17,2.22,3.65,22.14,0.0,37.88,66.1
2017,8,18,3.12,4.65,22.94,0.0,27.62,65.96
2017,8,19,4.13,5.91,23.12,0.0,14.12,65.94
2017,8,20,2.55,3.72,18.44,0.0,62.25,66.37
2017,8,21,1.91,5.03,22.97,0.0,46.0,66.35
2017,8,22,1.69,7.95,24.23,0.0,18.06,66.1
2017,8,23,3.72,7.58,25.64,0.0,12.25,65.97
2017,8,24,2.35,8.83,22.58,0.0,16.44,65.98
2017,8,25,3.14,7.9,24.58,0.0,12.5,66.05
2017,8,26,2.56,7.54,22.9,0.0,24.06,66.18
2017,8,27,2.3,9.13,22.29,0.0,30.75,66.11
2017,8,28,2.24,10.44,23.06,0.0,27.25,66.16
2017,8,29,3.16,10.98,22.81,0.0,35.56,66.37
2017,8,30,3.4,10.58,14.16,0.0,69.19,66.5
2017,8,31,2.54,10.76,20.91,0.0,45.88,66.38
2017,9,1,2.35,11.27,21.55,0.0,33.19,66.34
2017,9,2,2.76,11.97,22.01,0.0,33.94,66.37
2017,9,3,2.86,12.8,19.44,0.07,43.88,66.38
2017,9,4,2.52,9.21,11.27,1.83,56.69,66.46
2017,9,5,2.52,9.13,15.47,0.09,51.69,66.34
2017,9,6,2.68,10.05,21.56,0.0,30.69,66.14
2017,9,7,2.76,8.42,18.95,0.0,32.25,66.09
2017,9,8,2.92,8.7,18.23,0.0,25.19,65.95
2017,9,9,4.38,6.35,22.69,0.0,17.19,65.92
2017,9,10,6.17,7.06,21.56,0.0,15.94,65.95
2017,9,11,3.62,7.69,22.59,0.0,27.62,66.14
2017,9,12,3.77,8.15,19.03,0.0,46.25,66.17
2017,9,13,4.95,8.95,19.33,0.0,36.12,66.12
2017,9,14,3.2,9.19,21.0,0.0,17.69,66.2
2017,9,15,3.66,8.76,16.67,0.0,40.19,66.35
2017,9,16,2.91,7.0,16.2,0.0,53.38,66.44
2017,9,17,2.71,7.98,21.73,0.0,54.19,66.41
2017,9,18,2.42,8.7,22.44,0.0,51.25,66.42
2017,9,19,2.1,10.6,24.12,0.0,43.31,66.4
2017,9,20,2.53,12.33,23.38,0.0,40.19,66.3
2017,9,21,4.8,9.21,14.38,0.0,66.38,66.36
2017,9,22,4.12,9.26,17.91,0.01,63.06,66.22
2017,9,23,3.16,7.95,14.88,0.0,64.5,66.34
2017,9,24,2.95,10.12,19.44,0.0,54.62,66.25
2017,9,25,2.48,8.4,13.63,0.0,65.0,66.4
2017,9,26,2.59,8.4,13.92,0.0,62.25,66.32
2017,9,27,3.23,8.12,14.73,2.43,64.62,66.23
2017,9,28,2.18,8.95,17.5,0.76,59.06,66.12
2017,9,29,2.77,9.1,21.41,0.0,37.75,66.21
2017,9,30,1.82,9.98,22.77,0.0,23.69,66.03
2017,10,1,6.75,6.01,17.1,0.0,17.88,65.63
2017,10,2,4.41,4.99,20.68,0.0,13.12,65.69
2017,10,3,3.28,6.3,24.52,0.0,23.12,66.06
2017,10,4,2.36,9.76,23.31,0.0,25.56,66.13
2017,10,5,3.18,11.45,27.95,0.0,17.81,66.02
2017,10,6,4.16,10.94,21.07,0.69,40.12,66.27
2017,10,7,2.95,12.21,20.79,0.15,57.56,66.29
2017,10,8,2.95,12.7,24.2,0.04,44.12,66.11
2017,10,9,3.39,13.9,18.54,0.33,53.88,66.06
2017,10,10,3.39,13.4,22.73,0.1,45.25,66.0
2017,10,11,4.03,12.97,18.32,0.16,52.56,65.96
2017,10,12,3.96,13.12,15.21,0.39,58.38,66.02
2017,10,13,3.94,11.88,19.41,0.27,56.31,66.16
2017,10,14,3.47,10.22,20.45,0.0,55.31,66.27
2017,10,15,2.41,9.13,13.19,0.0,63.69,66.37
2017,10,16,2.29,12.53,17.43,0.0,45.38,66.28
2017,10,17,2.52,13.29,18.18,0.0,30.62,66.32
2017,10,18,2.48,14.15,21.62,0.1,31.88,66.24
2017,10,19,3.96,10.74,18.27,0.04,46.12,66.27
2017,10,20,2.49,12.59,21.84,0.0,47.88,66.05
2017,10,21,3.51,11.28,22.62,1.13,37.38,66.2
2017,10,22,3.55,9.71,14.82,0.7,66.25,66.3
2017,10,23,2.97,10.87,22.6,0.0,44.62,66.22
2017,10,24,3.25,11.17,21.97,0.0,46.44,66.17
2017,10,25,2.01,13.13,21.41,0.0,49.69,66.1
2017,10,26,3.16,12.96,25.48,0.0,35.25,66.03
2017,10,27,4.03,11.9,20.29,0.02,48.25,66.1
2017,10,28,2.76,13.44,17.89,0.01,47.69,65.88
2017,10,29,2.7,12.15,24.14,0.0,25.88,65.92
2017,10,30,2.95,11.58,22.85,0.74,23.5,66.06
2017,10,31,3.15,11.03,19.0,0.47,46.38,66.07
2017,11,1,2.98,12.02,22.38,0.0,40.88,66.01
2017,11,2,3.12,13.05,24.58,0.0,32.94,66.04
2017,11,3,2.45,14.29,21.41,0.06,35.62,66.05
2017,11,4,3.47,12.53,22.16,0.32,31.0,66.04
2017,11,5,3.62,12.61,19.2,0.18,57.19,66.13
2017,11,6,3.84,12.15,14.87,0.0,64.31,66.17
2017,11,7,2.83,14.01,18.51,0.0,50.81,65.98
2017,11,8,3.3,13.0,20.1,3.18,48.75,66.06
2017,11,9,3.28,12.99,12.3,3.22,64.69,66.11
2017,11,10,3.02,12.01,13.34,0.79,66.69,66.17
2017,11,11,4.06,10.87,14.93,0.03,66.75,66.18
2017,11,12,3.02,11.18,16.06,0.0,62.81,66.22
2017,11,13,3.15,10.17,12.34,3.99,64.44,66.29
2017,11,14,1.56,10.65,10.94,1.07,60.62,66.21
2017,11,15,2.18,14.01,20.94,0.11,46.06,66.05
2017,11,16,3.27,11.85,16.12,0.0,52.88,66.11
2017,11,17,1.65,14.05,20.95,0.0,48.38,65.87
2017,11,18,2.77,12.63,20.76,0.06,46.62,65.91
2017,11,19,3.47,12.01,19.45,0.0,49.44,65.9
2017,11,20,2.15,12.36,22.74,0.0,34.75,65.92
2017,11,21,3.99,10.43,24.14,0.07,33.31,66.13
2017,11,22,3.08,12.55,20.59,0.03,53.88,66.08
2017,11,23,3.2,12.23,22.8,0.0,47.19,66.11
2017,11,24,3.25,13.91,20.09,0.0,48.94,66.19
2017,11,25,3.52,14.08,16.48,0.93,57.12,66.2
2017,11,26,3.48,14.24,18.48,0.34,54.5,66.07
2017,11,27,3.48,12.75,16.35,0.0,58.25,66.19
2017,11,28,3.99,12.33,12.88,0.03,65.12,66.36
2017,11,29,3.17,14.58,17.1,11.68,56.94,66.17
2017,11,30,2.91,13.78,18.25,2.11,50.81,66.0
2017,12,1,3.8,13.69,14.73,1.21,61.12,65.92
2017,12,2,2.38,14.65,17.68,2.91,49.38,65.93
2017,12,3,3.64,12.86,15.25,3.39,57.69,66.01
2017,12,4,3.53,9.18,13.91,4.8,70.81,66.13
2017,12,5,2.25,9.71,12.29,1.99,65.25,66.22
2017,12,6,3.16,12.82,16.38,0.0,60.0,66.16
2017,12,7,1.89,11.67,10.38,3.96,70.5,66.21
2017,12,8,2.66,12.25,11.33,0.94,68.56,66.17
2017,12,9,2.53,14.19,15.94,0.4,58.88,66.2
2017,12,10,3.36,12.11,13.22,0.5,55.62,66.33
2017,12,11,2.87,9.65,9.36,0.85,69.5,66.34
2017,12,12,3.36,12.65,18.81,0.01,57.94,66.25
2017,12,13,3.32,14.47,18.97,0.0,55.62,66.31
2017,12,14,3.8,13.81,15.71,0.0,61.94,66.44
2017,12,15,3.95,13.89,15.04,0.0,58.0,66.37
2017,12,16,1.89,14.23,18.87,0.0,56.94,66.16
2017,12,17,4.84,14.3,16.66,4.21,56.25,66.23
2017,12,18,3.3,11.08,12.82,4.23,71.12,66.41
2017,12,19,3.09,12.28,13.08,0.78,65.62,66.28
2017,12,20,2.45,11.13,15.43,6.09,67.75,66.15
2017,12,21,2.95,11.29,16.54,13.13,69.5,66.09
2017,12,22,2.67,12.65,18.67,3.87,63.06,66.01
2017,12,23,1.95,11.24,13.77,1.4,70.06,66.1
2017,12,24,3.04,9.83,15.87,3.07,69.19,66.14
2017,12,25,3.22,11.39,14.92,0.46,66.69,66.12
2017,12,26,3.13,12.98,15.73,0.01,64.31,66.15
2017,12,27,3.66,12.54,10.7,1.03,68.25,66.29
2017,12,28,2.96,12.73,11.52,0.41,68.88,66.29
2017,12,29,2.59,12.27,16.66,0.0,64.5,66.32
2017,12,30,2.92,14.85,18.88,0.0,55.75,66.13
2017,12,31,2.45,14.33,15.12,2.84,62.06,66.05
2018,1,1,3.09,14.99,18.95,0.54,54.62,65.98
2018,1,2,3.03,12.25,15.09,1.41,60.56,66.05
2018,1,3,3.3,9.83,11.93,1.41,66.94,66.26
2018,1,4,2.16,12.16,16.16,0.0,54.88,66.18
2018,1,5,3.22,13.61,21.27,0.03,45.19,66.11
2018,1,6,3.47,11.01,15.36,7.06,66.38,66.37
2018,1,7,3.22,9.41,13.79,3.48,66.12,66.41
2018,1,8,3.63,9.06,12.3,1.16,70.12,66.39
2018,1,9,4.01,8.91,12.08,7.83,67.56,66.31
2018,1,10,3.45,9.91,14.12,1.78,69.88,66.34
2018,1,11,2.99,11.44,13.84,6.85,68.88,66.36
2018,1,12,2.07,11.19,9.98,5.54,74.12,66.19
2018,1,13,2.12,9.37,15.12,22.99,75.44,65.96
2018,1,14,3.13,10.23,17.48,1.17,60.75,66.03
2018,1,15,3.14,10.99,13.9,0.0,66.94,66.24
2018,1,16,3.15,11.98,17.62,0.0,59.56,66.33
2018,1,17,2.7,12.93,14.4,1.06,68.12,66.26
2018,1,18,3.21,12.59,9.88,2.38,71.0,66.31
2018,1,19,3.05,10.2,11.27,3.34,76.94,66.38
2018,1,20,3.09,13.02,13.03,11.5,70.69,66.15
2018,1,21,2.9,13.44,14.42,3.47,69.38,66.04
2018,1,22,2.8,12.61,10.03,0.0,72.19,65.99
2018,1,23,2.27,12.81,11.95,0.15,68.69,66.04
2018,1,24,2.87,10.44,13.66,14.77,72.31,66.15
2018,1,25,2.59,10.84,12.28,14.21,75.12,66.24
2018,1,26,2.69,9.77,14.18,6.18,73.38,66.13
2018,1,27,2.11,12.22,12.11,1.52,70.56,66.02
2018,1,28,3.07,11.39,13.57,6.72,74.94,66.03
2018,1,29,3.34,11.23,10.88,3.76,77.75,66.02
2018,1,30,2.88,11.98,12.75,8.89,77.0,65.94
2018,1,31,3.15,11.35,6.25,7.62,82.44,66.11
2018,2,1,2.55,10.82,11.14,5.73,77.38,66.25
2018,2,2,2.62,11.4,12.8,0.46,74.75,66.29
2018,2,3,2.81,12.15,12.05,0.67,77.0,66.23
2018,2,4,2.84,12.44,15.43,0.07,67.75,66.28
2018,2,5,2.59,12.15,12.03,2.25,70.56,66.27
2018,2,6,2.28,12.97,13.56,3.83,67.44,66.12
2018,2,7,2.25,9.89,12.83,18.31,77.44,66.15
2018,2,8,2.69,10.69,16.68,8.55,68.56,66.13
2018,2,9,2.66,12.19,13.3,0.38,67.69,66.12
2018,2,10,2.64,11.82,14.55,2.07,64.62,66.16
2018,2,11,2.55,9.0,10.01,4.61,80.19,66.33
2018,2,12,3.41,9.86,11.37,0.93,76.69,66.43
2018,2,13,2.61,10.33,11.48,0.11,73.88,66.49
2018,2,14,2.78,10.4,12.79,0.01,70.62,66.52
2018,2,15,2.52,11.48,13.11,0.0,69.19,66.42
2018,2,16,1.95,11.69,12.66,2.1,71.81,66.36
2018,2,17,2.5,8.92,15.32,4.94,72.12,66.25
2018,2,18,1.66,12.33,17.04,0.25,54.81,65.91
2018,2,19,2.58,9.79,21.1,1.59,52.94,65.91
2018,2,20,2.41,12.03,15.0,1.75,67.94,66.07
2018,2,21,2.55,7.77,12.42,6.89,77.38,66.36
2018,2,22,2.6,8.94,11.67,0.2,74.0,66.39
2018,2,23,2.2,9.58,13.23,0.29,73.56,66.22
2018,2,24,2.93,8.62,14.39,4.0,72.25,66.25
2018,2,25,3.05,9.99,13.13,10.26,76.06,66.25
2018,2,26,3.09,8.94,11.34,3.67,79.44,66.21
2018,2,27,2.38,10.97,16.59,0.84,70.56,66.11
2018,2,28,2.49,12.19,13.33,0.91,71.88,66.09
2018,3,1,3.02,10.6,13.44,0.6,77.06,66.25
2018,3,2,3.41,9.77,12.77,21.44,79.19,66.33
2018,3,3,2.82,11.1,14.77,6.15,74.75,66.18
2018,3,4,2.39,12.17,12.86,0.0,73.0,66.13
2018,3,5,2.38,11.62,13.41,2.05,74.94,66.13
2018,3,6,3.1,8.95,10.38,6.84,79.94,66.18
2018,3,7,3.3,7.98,12.23,4.08,80.62,66.21
2018,3,8,1.84,11.6,17.95,0.18,64.94,66.11
2018,3,9,1.81,12.68,14.26,0.1,66.81,66.19
2018,3,10,1.66,13.43,15.24,0.0,66.81,66.26
2018,3,11,2.34,12.42,15.14,0.09,67.0,66.35
2018,3,12,2.29,12.68,13.68,0.1,74.06,66.25
2018,3,13,2.5,12.77,16.98,0.0,65.44,66.2
2018,3,14,1.73,13.09,9.8,0.84,74.0,66.17
2018,3,15,2.7,11.9,14.58,0.64,68.25,66.24
2018,3,16,2.67,11.27,16.27,4.87,72.31,66.27
2018,3,17,2.21,13.3,15.29,0.04,71.44,66.15
2018,3,18,2.7,12.76,15.8,0.97,69.81,66.09
2018,3,19,2.88,12.2,11.16,0.39,75.44,66.15
2018,3,20,2.77,11.47,13.98,0.0,68.25,66.23
2018,3,21,3.1,11.98,15.02,0.0,72.75,66.3
2018,3,22,2.57,14.05,18.4,0.0,65.31,66.16
2018,3,23,2.25,14.4,17.27,0.03,66.88,66.11
2018,3,24,2.63,13.45,13.28,6.29,70.25,66.11
