-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 10/01/2008 through 02/29/2024 
Location: Latitude  -26.0323   Longitude -65.9232 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1842.51 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2M_RANGE       MERRA-2 Temperature at 2 Meters Range (C) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,PS,RH2M,T2M,T2M_RANGE,WS2M
2020,11,28,0.04,81.5,59.81,22.54,16.27,2.61
2020,11,29,14.8,81.5,65.06,23.12,13.78,2.59
2020,11,30,3.3,81.89,73.94,16.7,6.71,3.11
2020,12,1,0.0,81.5,60.38,19.98,13.97,2.38
2020,12,2,1.45,81.35,61.38,19.71,15.09,2.63
2020,12,3,0.84,81.49,50.19,18.42,13.64,2.54
2020,12,4,11.6,81.9,73.75,14.47,9.58,2.72
2020,12,5,0.3,82.24,74.31,12.83,8.95,2.5
2020,12,6,0.0,82.01,65.06,15.8,13.66,2.16
2020,12,7,0.0,81.77,59.69,18.53,15.56,2.6
2020,12,8,1.71,81.78,60.0,19.4,12.0,2.3
2020,12,9,0.04,81.95,53.06,21.32,13.98,2.27
2020,12,10,0.0,81.32,52.56,22.92,15.3,3.16
2020,12,11,6.46,81.22,53.06,21.87,13.8,3.05
2020,12,12,0.88,81.24,61.06,22.17,15.23,2.51
2020,12,13,1.86,81.57,66.56,19.39,15.2,3.34
2020,12,14,0.05,81.54,56.81,19.06,16.95,2.63
2020,12,15,0.54,81.26,54.0,20.55,12.61,2.49
2020,12,16,3.55,81.63,75.06,18.4,9.25,2.99
2020,12,17,0.58,81.55,73.69,19.74,11.83,2.99
2020,12,18,0.0,81.05,54.75,22.97,17.95,2.7
2020,12,19,0.0,81.18,47.62,19.99,13.38,2.85
2020,12,20,0.0,81.62,55.94,16.92,13.7,2.7
2020,12,21,0.0,81.93,59.44,17.57,15.06,2.69
2020,12,22,0.0,81.74,58.5,20.01,14.65,2.5
2020,12,23,0.0,81.57,54.44,21.71,14.0,2.43
2020,12,24,7.03,81.42,70.06,21.48,11.73,2.51
2020,12,25,5.1,81.5,84.12,18.44,5.67,3.42
2020,12,26,1.35,81.66,68.5,20.12,12.12,2.12
2020,12,27,6.88,81.58,75.38,20.15,10.97,2.91
2020,12,28,78.66,81.62,80.44,20.32,10.31,2.4
2020,12,29,7.36,81.52,77.0,20.62,10.74,1.95
2020,12,30,55.84,81.36,75.38,21.06,15.09,2.79
2020,12,31,8.57,81.81,76.31,15.89,7.67,1.97
2021,1,1,0.01,81.71,69.56,19.94,12.56,2.3
2021,1,2,0.41,81.63,78.12,19.52,9.17,2.62
2021,1,3,7.91,81.31,81.69,19.63,10.83,2.92
2021,1,4,2.91,81.44,73.25,18.03,7.86,1.63
2021,1,5,43.82,81.45,80.25,17.17,10.14,2.52
2021,1,6,10.09,81.68,84.81,15.18,8.0,2.23
2021,1,7,2.48,81.71,84.31,16.63,8.93,2.07
2021,1,8,0.45,81.54,80.19,18.44,9.33,1.7
2021,1,9,0.12,81.38,76.06,20.4,12.01,2.34
2021,1,10,0.17,81.29,77.81,20.91,11.77,2.53
2021,1,11,2.0,81.23,62.25,22.57,16.68,2.36
2021,1,12,9.74,81.71,86.81,17.01,5.21,2.14
2021,1,13,6.7,81.85,84.81,17.36,7.73,1.94
2021,1,14,3.07,81.6,82.0,19.57,10.41,2.67
2021,1,15,8.07,81.2,79.88,21.06,10.94,2.72
2021,1,16,35.47,81.13,78.62,20.0,13.88,2.98
2021,1,17,7.96,81.87,74.5,14.83,9.52,2.42
2021,1,18,0.01,81.91,71.25,16.15,11.61,1.99
2021,1,19,0.0,81.9,71.69,16.58,10.35,1.91
2021,1,20,0.0,81.96,63.75,17.02,12.48,1.84
2021,1,21,0.0,82.0,66.0,17.45,12.99,1.82
2021,1,22,0.34,82.04,71.44,18.1,11.86,1.88
2021,1,23,0.24,81.77,76.5,18.42,8.66,1.59
2021,1,24,1.08,81.55,73.69,19.47,10.38,1.97
2021,1,25,0.15,81.28,73.75,20.42,10.55,1.59
2021,1,26,0.0,81.25,68.69,19.65,10.71,1.55
2021,1,27,0.0,81.49,64.69,19.03,9.21,1.53
2021,1,28,0.0,81.21,67.25,19.59,11.83,1.58
2021,1,29,0.0,81.1,62.62,21.5,13.48,1.85
2021,1,30,24.17,81.17,67.5,21.59,14.18,2.23
2021,1,31,3.58,81.42,83.5,17.42,8.24,2.71
2021,2,1,3.69,81.34,77.69,17.37,12.3,2.41
2021,2,2,5.21,81.48,83.44,17.08,9.9,2.55
2021,2,3,1.11,81.88,82.38,15.45,7.24,2.45
2021,2,4,0.03,82.17,74.94,16.67,11.27,1.93
2021,2,5,0.0,81.91,74.75,17.46,11.31,2.1
2021,2,6,0.0,81.76,76.81,18.15,11.25,2.2
2021,2,7,0.0,81.66,74.0,18.86,11.0,2.2
2021,2,8,17.12,81.71,78.31,17.16,8.66,2.26
2021,2,9,41.84,81.91,86.75,13.73,5.93,2.2
2021,2,10,16.54,81.83,86.06,13.48,6.98,1.74
2021,2,11,2.53,81.7,80.75,14.66,9.62,1.62
2021,2,12,0.84,81.63,84.75,14.99,6.85,1.99
2021,2,13,0.25,81.58,79.06,15.4,8.96,1.84
2021,2,14,0.01,81.46,74.69,18.12,9.92,2.19
2021,2,15,4.3,81.63,76.38,16.69,10.99,2.14
2021,2,16,3.45,81.66,84.5,16.31,8.6,2.24
2021,2,17,0.65,81.6,82.12,17.41,10.16,2.41
2021,2,18,0.11,81.53,80.62,18.27,9.62,2.58
2021,2,19,0.72,81.6,79.12,18.59,10.55,2.23
2021,2,20,1.28,81.8,84.44,16.8,7.94,2.73
2021,2,21,0.13,81.67,78.25,18.29,11.85,2.32
2021,2,22,0.0,81.58,73.94,20.2,13.01,2.09
2021,2,23,9.25,81.76,79.38,19.77,7.77,1.88
2021,2,24,23.1,81.87,89.38,17.64,8.02,1.84
2021,2,25,1.23,81.78,88.69,18.3,6.16,1.59
2021,2,26,0.18,81.62,86.06,19.33,9.14,1.61
2021,2,27,4.99,81.81,80.19,19.68,8.75,2.48
2021,2,28,4.21,81.71,81.69,18.73,9.78,2.38
2021,3,1,17.8,81.52,85.25,18.12,7.37,2.64
2021,3,2,11.57,81.6,86.5,17.29,6.61,2.41
2021,3,3,7.62,81.76,87.56,16.72,7.72,2.18
2021,3,4,5.77,81.83,76.38,17.19,10.41,1.65
2021,3,5,0.38,81.87,74.88,17.37,11.27,1.76
2021,3,6,0.0,81.73,76.38,18.33,10.66,1.7
2021,3,7,0.0,81.71,76.0,18.99,11.65,1.72
2021,3,8,0.55,81.93,76.06,18.94,9.21,1.98
2021,3,9,0.2,81.91,80.44,17.55,8.85,1.91
2021,3,10,0.0,81.56,76.19,18.7,11.95,2.02
2021,3,11,0.33,81.52,75.38,19.38,10.44,2.16
2021,3,12,28.55,81.68,91.06,16.83,5.45,2.6
2021,3,13,10.1,81.73,88.5,16.48,8.32,2.23
2021,3,14,7.75,81.77,86.44,17.19,7.73,2.52
2021,3,15,2.06,81.49,86.62,18.17,9.38,3.0
2021,3,16,7.84,81.34,76.06,18.51,13.31,2.27
2021,3,17,6.94,81.87,85.31,13.83,6.1,2.11
2021,3,18,3.11,81.75,85.62,13.46,8.66,2.69
2021,3,19,2.41,81.37,86.62,14.51,10.37,2.55
2021,3,20,6.63,81.57,77.5,16.58,12.8,2.51
2021,3,21,1.99,82.18,82.25,12.94,8.66,2.26
2021,3,22,0.01,81.92,79.56,13.92,11.3,1.91
2021,3,23,396.92,81.82,88.19,14.81,9.86,2.04
2021,3,24,87.76,81.53,85.94,17.4,10.77,2.09
2021,3,25,3.36,81.37,82.12,19.05,10.48,2.33
2021,3,26,9.29,81.53,83.69,15.62,9.91,2.14
2021,3,27,1.2,81.9,84.62,12.15,8.77,1.94
2021,3,28,0.12,81.84,83.31,12.5,8.58,1.9
2021,3,29,0.01,81.91,83.12,13.03,9.55,1.71
2021,3,30,0.09,81.81,86.5,14.05,9.32,2.06
2021,3,31,0.01,81.65,86.88,14.19,10.07,2.25
2021,4,1,0.0,81.59,86.75,13.76,8.92,2.31
2021,4,2,0.0,81.76,85.81,14.35,10.16,2.14
2021,4,3,0.09,81.77,86.75,15.12,10.16,2.17
2021,4,4,0.14,81.67,88.94,16.05,8.85,1.97
2021,4,5,0.01,81.58,78.88,17.71,12.64,1.77
2021,4,6,0.57,81.7,78.88,17.75,10.48,1.78
2021,4,7,1.38,81.54,85.19,18.43,10.53,2.41
2021,4,8,5.19,81.37,85.19,19.12,9.75,2.55
2021,4,9,1.11,81.44,86.06,19.59,9.27,2.14
2021,4,10,2.5,81.39,89.56,18.35,7.84,2.12
2021,4,11,3.28,82.03,80.44,12.4,5.99,2.05
2021,4,12,0.01,82.01,78.81,12.77,10.16,1.72
2021,4,13,0.0,81.99,82.06,13.84,10.72,1.71
2021,4,14,0.0,81.61,81.38,15.04,11.68,1.83
2021,4,15,0.0,81.66,83.31,16.2,8.56,1.41
2021,4,16,0.43,81.72,89.19,15.82,7.2,1.77
2021,4,17,1.1,81.8,87.0,15.61,8.38,1.85
2021,4,18,0.33,81.77,87.81,16.02,9.38,1.97
2021,4,19,0.03,81.77,85.94,16.23,9.57,2.02
2021,4,20,0.0,81.53,80.19,16.89,10.39,2.46
2021,4,21,0.31,81.37,77.88,17.51,12.8,1.91
2021,4,22,3.14,81.38,81.25,16.36,8.75,1.71
2021,4,23,2.74,81.34,70.19,16.36,15.31,1.7
2021,4,24,7.5,81.92,86.25,12.4,5.9,1.67
2021,4,25,1.59,82.1,86.69,10.62,7.42,1.66
2021,4,26,0.0,81.91,79.06,10.94,12.04,1.81
2021,4,27,0.0,81.86,79.88,11.48,11.38,1.64
2021,4,28,0.0,82.09,78.88,12.12,9.59,1.25
2021,4,29,0.0,82.1,76.12,11.83,11.14,1.73
2021,4,30,0.0,81.69,72.19,12.12,11.83,1.9
2021,5,1,0.0,81.56,62.19,13.59,13.62,1.58
2021,5,2,0.0,81.46,61.12,14.62,14.01,1.56
2021,5,3,1.68,81.26,62.12,15.85,18.14,1.42
2021,5,4,10.28,81.98,87.56,10.25,10.66,2.23
2021,5,5,0.49,82.15,84.31,5.03,9.59,2.03
2021,5,6,0.0,82.3,78.69,6.62,12.21,1.7
2021,5,7,0.0,81.93,78.19,7.74,12.16,2.34
2021,5,8,0.0,81.77,72.25,9.65,14.77,1.92
2021,5,9,0.0,81.8,71.5,11.57,12.29,1.77
2021,5,10,0.95,82.07,89.69,10.86,7.18,2.2
2021,5,11,1.12,82.03,89.06,8.6,7.6,2.6
2021,5,12,0.03,81.97,74.44,9.33,12.62,1.55
2021,5,13,0.0,81.8,72.75,10.55,11.16,1.42
2021,5,14,0.0,81.82,68.69,11.96,12.05,1.48
2021,5,15,0.0,81.82,69.5,12.5,11.51,1.48
2021,5,16,0.0,81.98,73.5,13.15,11.92,1.28
2021,5,17,0.0,82.09,88.31,12.73,8.45,1.61
2021,5,18,0.14,81.68,79.31,13.52,11.17,1.89
2021,5,19,0.01,81.23,63.62,14.05,16.14,1.38
2021,5,20,0.0,81.12,54.69,14.71,15.55,1.55
2021,5,21,0.0,81.24,59.06,10.57,16.35,2.11
2021,5,22,0.0,81.66,59.38,6.74,10.88,1.85
2021,5,23,0.0,82.01,59.69,6.81,12.45,1.54
2021,5,24,0.0,81.7,53.12,9.8,16.58,1.55
2021,5,25,0.0,81.9,49.25,12.31,12.3,1.47
2021,5,26,0.0,81.86,55.19,13.82,14.37,1.31
2021,5,27,0.0,81.45,57.94,14.38,12.98,1.55
2021,5,28,0.0,81.14,47.25,14.14,17.32,2.03
2021,5,29,0.0,81.78,60.25,9.73,10.62,1.47
2021,5,30,0.0,81.96,64.62,8.38,11.61,1.39
2021,5,31,0.0,81.92,46.25,11.37,14.62,1.55
2021,6,1,0.0,81.44,42.5,14.73,16.55,1.46
2021,6,2,0.0,81.74,51.69,13.48,11.52,1.58
2021,6,3,0.0,81.63,58.12,13.3,12.28,1.34
2021,6,4,0.0,81.22,50.56,15.5,14.84,1.44
2021,6,5,0.0,81.69,65.0,12.85,10.32,1.83
2021,6,6,0.0,81.71,81.06,10.26,9.62,1.59
2021,6,7,0.0,81.58,62.94,9.7,14.34,1.42
2021,6,8,0.0,81.69,65.44,10.23,12.62,1.62
2021,6,9,0.0,81.52,59.75,10.65,17.05,1.48
2021,6,10,0.0,82.14,56.81,10.15,11.5,1.53
2021,6,11,0.0,82.22,70.88,10.12,12.26,1.38
2021,6,12,0.0,81.8,61.69,11.63,15.32,1.81
2021,6,13,0.0,81.55,45.25,13.44,14.08,1.41
2021,6,14,0.04,81.92,57.94,11.99,10.47,1.48
2021,6,15,2.19,82.18,91.31,7.05,6.3,1.93
2021,6,16,1.33,82.03,87.0,3.21,9.04,2.24
2021,6,17,0.35,81.89,83.94,1.74,11.67,2.12
2021,6,18,0.09,81.72,76.81,2.88,11.73,2.12
2021,6,19,0.0,81.9,70.06,4.65,12.3,1.52
2021,6,20,0.0,81.53,60.06,7.87,17.7,1.69
2021,6,21,0.82,81.75,57.5,8.55,12.72,1.49
2021,6,22,0.02,81.46,70.19,9.36,14.04,2.23
2021,6,23,0.0,81.08,49.62,11.4,16.92,2.2
2021,6,24,0.0,81.61,51.69,7.92,11.88,1.69
2021,6,25,0.0,81.25,54.81,9.83,17.33,1.41
2021,6,26,1.49,81.46,63.31,7.28,12.7,2.16
2021,6,27,0.79,81.97,82.69,0.76,10.28,2.27
2021,6,28,0.02,82.38,69.94,1.26,13.66,1.34
2021,6,29,0.0,82.4,44.44,6.4,14.54,1.38
2021,6,30,0.0,81.87,38.5,8.84,13.15,1.88
2021,7,1,0.0,81.55,33.94,12.3,13.93,1.28
2021,7,2,0.0,82.11,40.12,10.33,11.38,1.38
2021,7,3,0.0,82.24,51.75,7.76,13.06,1.75
2021,7,4,0.0,81.85,47.31,10.73,16.37,1.53
2021,7,5,0.0,82.05,61.38,10.22,11.6,1.74
2021,7,6,0.0,81.47,54.88,12.32,18.45,1.79
2021,7,7,0.0,81.83,45.69,11.3,13.84,1.44
2021,7,8,0.0,81.69,58.25,12.04,13.59,1.79
2021,7,9,0.0,81.5,43.31,14.24,16.62,1.49
2021,7,10,0.0,81.96,57.69,12.04,9.88,1.8
2021,7,11,0.0,81.59,71.06,12.48,14.13,2.09
2021,7,12,0.0,81.49,56.94,14.21,14.73,1.21
2021,7,13,0.0,81.61,66.81,13.37,11.67,1.47
2021,7,14,0.0,81.6,73.06,11.56,14.3,1.65
2021,7,15,0.0,81.97,80.12,7.9,10.75,1.66
2021,7,16,0.0,81.55,56.0,9.23,18.74,1.44
2021,7,17,0.0,82.19,52.69,6.62,8.77,1.91
2021,7,18,0.0,82.57,66.31,5.44,12.12,1.71
2021,7,19,0.0,82.1,61.5,5.61,11.05,2.05
2021,7,20,0.0,81.99,46.44,8.45,17.3,1.6
2021,7,21,0.0,81.93,33.94,12.51,17.28,1.75
2021,7,22,0.0,81.88,39.0,13.66,14.62,1.6
2021,7,23,0.0,81.59,44.69,14.9,15.86,1.56
2021,7,24,0.0,81.45,41.0,15.3,17.33,1.66
2021,7,25,0.0,81.36,36.25,12.05,19.55,1.91
2021,7,26,0.02,81.65,47.12,9.88,16.3,1.75
2021,7,27,0.03,82.22,78.94,3.4,9.45,2.45
2021,7,28,0.0,82.43,69.75,2.0,11.73,1.68
2021,7,29,0.0,82.12,61.0,3.33,13.98,2.09
2021,7,30,0.0,81.88,48.5,7.26,15.74,1.9
2021,7,31,0.0,82.19,50.38,8.89,11.06,1.48
2021,8,1,0.0,82.74,54.19,8.36,11.56,1.51
2021,8,2,0.0,82.45,50.44,9.16,13.3,1.94
2021,8,3,0.0,82.39,51.0,10.42,14.09,1.81
2021,8,4,0.0,82.41,57.88,10.65,11.42,1.77
2021,8,5,0.0,82.1,52.81,11.04,13.95,1.7
2021,8,6,0.0,81.8,41.94,12.46,17.46,1.87
2021,8,7,0.0,81.31,38.25,15.35,22.29,1.86
2021,8,8,0.0,81.55,51.12,14.4,15.8,1.85
2021,8,9,0.0,82.07,73.12,5.98,12.21,2.05
2021,8,10,0.0,82.12,68.31,4.83,14.3,1.98
2021,8,11,0.0,82.21,67.38,4.73,13.02,2.06
2021,8,12,0.0,82.06,61.0,5.33,14.34,1.95
2021,8,13,0.0,82.04,53.06,6.15,14.73,1.98
2021,8,14,0.0,81.96,44.0,8.78,16.12,1.94
2021,8,15,0.0,81.65,44.06,10.56,16.84,2.04
2021,8,16,0.0,81.29,38.31,14.87,21.2,1.77
2021,8,17,0.0,81.46,35.44,16.18,20.93,1.99
2021,8,18,0.0,81.54,32.75,17.75,17.88,1.82
2021,8,19,0.0,81.28,32.25,16.88,20.74,1.89
2021,8,20,0.0,81.6,47.38,12.96,13.9,1.9
2021,8,21,0.0,81.3,48.38,13.16,19.41,1.64
2021,8,22,0.0,81.27,36.19,12.49,15.88,2.2
2021,8,23,0.0,81.09,44.19,10.69,16.71,1.96
2021,8,24,0.0,80.96,54.06,8.84,15.52,2.05
2021,8,25,0.0,81.33,51.88,6.93,15.09,1.61
2021,8,26,0.0,81.58,45.38,7.65,15.42,2.45
2021,8,27,0.0,81.67,38.5,10.17,15.38,2.09
2021,8,28,0.0,81.92,40.12,12.63,18.05,1.85
2021,8,29,0.0,82.04,49.62,13.51,13.91,2.3
2021,8,30,0.0,81.59,48.5,14.98,18.56,2.46
2021,8,31,0.0,81.54,50.12,17.4,18.75,2.45
2021,9,1,0.47,81.4,55.44,19.51,16.67,2.59
2021,9,2,0.17,81.8,62.88,15.69,10.94,2.05
2021,9,3,0.0,81.75,73.31,14.51,13.04,2.27
2021,9,4,0.01,81.58,47.56,16.23,21.32,1.91
2021,9,5,0.24,81.69,69.38,14.76,12.07,2.59
2021,9,6,0.01,81.31,68.19,17.18,15.44,2.23
2021,9,7,0.01,81.17,52.62,17.12,17.69,1.38
2021,9,8,0.0,81.79,53.75,8.55,11.41,2.49
2021,9,9,0.0,81.96,44.0,9.08,17.11,2.28
2021,9,10,0.0,81.81,39.12,11.48,16.15,2.38
2021,9,11,0.0,81.25,39.06,15.29,20.94,3.08
2021,9,12,0.0,81.07,25.88,19.12,23.47,2.91
2021,9,13,0.0,81.25,31.31,17.68,20.59,1.74
2021,9,14,0.1,81.94,60.12,8.53,11.34,2.95
2021,9,15,0.0,81.95,50.44,9.55,16.88,2.72
2021,9,16,0.0,82.11,53.5,11.05,14.88,2.63
2021,9,17,0.0,81.7,43.38,14.93,19.9,2.52
2021,9,18,0.0,81.46,46.31,17.85,17.19,2.45
2021,9,19,0.0,81.24,44.75,21.26,18.43,2.2
2021,9,20,1.68,81.89,68.69,14.85,10.24,2.65
2021,9,21,0.73,82.24,78.06,10.38,7.73,2.58
2021,9,22,0.0,81.72,62.12,13.85,17.55,2.71
2021,9,23,0.0,82.17,49.62,13.62,14.85,1.99
2021,9,24,0.0,82.12,41.44,14.45,14.91,2.45
2021,9,25,0.0,81.76,37.56,16.92,18.71,2.47
2021,9,26,0.0,81.72,32.06,20.18,17.33,2.2
2021,9,27,0.0,81.77,46.38,20.5,14.31,2.41
2021,9,28,0.0,81.85,62.0,17.86,12.05,2.3
2021,9,29,0.0,81.59,70.38,16.8,13.77,2.43
2021,9,30,0.0,81.34,43.81,20.18,19.46,2.34
2021,10,1,0.0,81.58,62.38,15.08,11.01,2.66
2021,10,2,0.12,81.13,44.5,17.08,19.98,2.38
2021,10,3,2.14,81.59,69.56,9.6,9.34,3.38
2021,10,4,0.0,81.72,57.19,9.97,16.34,2.77
2021,10,5,0.0,81.36,41.69,14.51,20.8,2.95
2021,10,6,0.0,81.75,53.88,15.52,9.28,2.16
2021,10,7,0.0,81.69,62.31,14.6,14.27,3.26
2021,10,8,0.0,81.32,54.31,18.13,18.88,3.13
2021,10,9,0.0,81.57,70.69,15.71,11.88,2.96
2021,10,10,0.0,81.56,56.12,16.54,16.65,2.55
2021,10,11,0.0,81.88,70.75,16.39,11.8,2.52
2021,10,12,0.0,81.33,62.56,19.98,16.62,3.78
2021,10,13,0.04,81.06,37.19,19.72,18.83,2.92
2021,10,14,0.64,80.92,35.75,19.31,23.34,2.63
2021,10,15,1.42,81.9,66.19,9.05,8.84,3.51
2021,10,16,0.01,81.88,49.25,10.76,16.93,3.09
2021,10,17,0.0,81.8,49.44,13.24,16.76,2.77
2021,10,18,0.0,82.2,69.19,11.03,8.05,2.15
2021,10,19,0.0,82.03,49.5,13.85,15.92,2.52
2021,10,20,0.0,81.69,41.12,16.15,17.59,3.06
2021,10,21,0.0,81.58,41.56,17.66,17.33,3.02
2021,10,22,0.0,81.08,37.25,20.48,21.98,2.84
2021,10,23,0.0,81.21,34.75,18.09,18.46,2.43
2021,10,24,0.0,82.01,44.81,16.19,16.72,2.41
2021,10,25,0.0,81.91,29.94,19.57,19.77,2.49
2021,10,26,0.0,81.85,26.44,20.21,16.82,2.91
2021,10,27,0.0,81.86,28.19,21.05,16.91,3.38
2021,10,28,0.0,82.01,42.81,21.19,16.2,2.97
2021,10,29,0.37,81.82,56.5,20.88,12.98,2.61
2021,10,30,4.76,81.66,61.75,20.72,14.32,2.39
2021,10,31,10.81,81.78,83.38,17.81,6.4,2.83
2021,11,1,4.01,81.74,72.81,18.57,13.0,2.91
2021,11,2,1.97,81.72,77.19,17.47,10.45,3.03
2021,11,3,0.02,81.4,65.31,19.35,14.45,2.51
2021,11,4,28.99,81.11,57.56,21.8,17.91,2.51
2021,11,5,15.22,81.9,77.25,12.59,9.85,3.27
2021,11,6,0.03,81.93,66.06,12.64,13.18,2.66
2021,11,7,0.0,81.72,66.44,14.95,16.34,2.82
2021,11,8,1.21,81.69,74.06,17.08,12.49,2.75
2021,11,9,30.19,81.59,77.69,18.07,11.45,2.92
2021,11,10,9.28,81.72,82.62,15.25,7.63,2.76
2021,11,11,0.11,81.92,75.12,16.24,11.39,2.41
2021,11,12,0.0,81.71,69.81,18.75,14.22,2.9
2021,11,13,0.25,81.2,64.31,21.65,16.85,3.38
2021,11,14,0.4,81.59,73.0,15.48,7.27,2.74
2021,11,15,0.0,81.29,49.19,19.3,16.66,2.35
2021,11,16,6.9,81.75,69.25,14.76,12.35,2.64
2021,11,17,0.38,81.84,70.44,12.38,11.44,2.34
2021,11,18,0.0,81.63,53.25,16.5,15.32,2.16
2021,11,19,0.0,81.82,57.25,16.77,13.25,2.48
2021,11,20,0.0,81.74,55.44,18.02,15.37,2.64
2021,11,21,0.0,81.57,54.19,20.41,15.55,2.59
2021,11,22,0.94,81.39,59.25,22.47,15.23,2.23
2021,11,23,6.7,81.86,74.75,18.12,9.16,3.2
2021,11,24,0.15,81.35,63.38,20.57,16.65,3.09
2021,11,25,0.0,81.64,53.75,20.33,10.9,2.31
2021,11,26,0.0,81.6,48.69,20.8,15.42,3.06
2021,11,27,0.03,80.98,58.44,22.08,16.91,3.37
2021,11,28,0.01,81.49,67.69,17.83,9.73,3.3
2021,11,29,0.0,81.51,54.31,18.42,14.48,2.54
2021,11,30,0.0,81.38,49.5,19.18,14.41,3.21
2021,12,1,0.0,81.43,57.88,18.99,14.82,2.95
2021,12,2,21.67,81.61,68.31,19.19,13.48,2.89
2021,12,3,2.9,81.44,70.62,20.17,14.35,3.1
2021,12,4,8.26,81.84,83.0,15.97,6.39,2.18
2021,12,5,1.83,82.09,76.75,17.58,10.91,2.9
2021,12,6,3.18,82.08,80.56,17.23,8.44,2.56
2021,12,7,1.88,81.84,79.19,17.94,9.41,2.63
2021,12,8,0.19,81.7,74.31,19.37,12.25,2.67
2021,12,9,3.79,81.64,75.5,18.81,9.48,3.0
2021,12,10,1.33,81.39,73.62,19.05,11.26,3.19
2021,12,11,0.66,81.14,69.69,19.23,13.84,2.77
2021,12,12,6.97,80.84,59.81,21.73,16.48,2.52
2021,12,13,23.47,81.27,75.25,17.11,9.57,2.49
2021,12,14,0.28,81.54,64.5,18.15,15.88,2.36
2021,12,15,4.16,81.72,78.81,18.23,10.52,2.65
2021,12,16,1.08,81.82,74.44,18.55,9.97,2.66
2021,12,17,1.47,81.85,70.62,19.02,9.53,2.22
2021,12,18,0.1,81.76,60.44,20.87,12.94,2.2
2021,12,19,0.67,81.68,59.88,21.55,11.39,2.07
2021,12,20,0.51,81.72,63.31,20.65,12.77,2.91
2021,12,21,0.02,81.46,69.12,21.11,8.41,1.98
2021,12,22,19.85,81.66,75.0,20.15,8.38,2.47
2021,12,23,14.43,81.79,86.06,18.05,6.62,3.13
2021,12,24,0.61,81.64,73.38,18.98,11.1,1.89
2021,12,25,0.49,81.82,59.38,20.19,10.44,2.12
2021,12,26,0.1,81.86,55.56,20.12,11.04,1.93
2021,12,27,0.79,81.74,62.12,19.8,12.49,2.08
2021,12,28,3.03,81.81,70.5,18.1,8.45,2.12
2021,12,29,0.02,81.65,54.38,21.15,15.83,2.29
2021,12,30,0.0,81.46,52.62,24.04,15.38,2.09
2021,12,31,0.0,81.46,54.5,23.33,13.34,2.56
2022,1,1,0.34,81.02,54.31,25.03,16.47,2.83
2022,1,2,0.14,81.29,54.75,24.48,13.34,2.18
2022,1,3,15.08,81.51,54.75,22.72,11.56,2.18
2022,1,4,11.9,81.33,64.62,21.6,11.03,1.88
2022,1,5,2.61,81.76,71.0,18.42,9.09,2.28
2022,1,6,0.46,81.72,72.38,18.31,10.04,2.14
2022,1,7,0.52,81.69,65.81,19.3,11.09,2.02
2022,1,8,0.36,81.74,67.31,19.04,9.89,1.77
2022,1,9,0.0,81.63,60.62,20.76,12.3,1.98
2022,1,10,0.19,81.82,61.38,20.71,9.52,1.5
2022,1,11,0.01,81.82,54.69,21.87,10.85,1.7
2022,1,12,0.0,81.89,50.56,22.27,12.26,1.77
2022,1,13,0.0,81.77,45.31,22.69,15.34,2.25
2022,1,14,0.0,81.52,46.62,23.28,14.23,2.54
2022,1,15,0.0,81.35,54.31,22.52,12.18,1.78
2022,1,16,11.86,81.2,61.0,23.04,10.59,1.76
2022,1,17,6.42,81.15,65.19,23.13,12.89,1.95
2022,1,18,21.03,81.48,79.06,19.87,9.51,2.7
2022,1,19,18.28,81.77,83.69,17.92,8.52,2.22
2022,1,20,2.5,81.65,77.5,20.76,10.53,3.08
2022,1,21,0.06,81.33,68.31,22.2,12.62,2.6
2022,1,22,0.09,81.17,64.31,23.11,14.0,2.31
2022,1,23,18.96,81.48,77.62,20.48,6.45,1.83
2022,1,24,14.34,81.57,82.5,19.18,7.7,2.12
2022,1,25,3.66,81.42,79.31,20.31,9.34,1.99
2022,1,26,32.01,81.53,85.31,18.8,6.05,1.81
2022,1,27,22.79,81.93,85.81,16.2,6.41,2.58
2022,1,28,0.79,81.76,80.56,15.71,10.04,2.09
2022,1,29,0.0,81.59,75.06,17.07,10.99,1.87
2022,1,30,0.02,81.45,71.69,18.11,11.63,1.8
2022,1,31,0.12,81.67,65.31,19.12,8.52,1.54
2022,2,1,0.08,81.64,70.81,18.27,9.82,2.22
2022,2,2,1.41,81.48,71.44,18.97,12.27,2.52
2022,2,3,0.95,81.44,79.69,18.47,9.83,1.98
2022,2,4,8.34,81.38,80.25,18.38,8.0,2.11
2022,2,5,10.8,81.75,82.12,16.36,7.7,2.27
2022,2,6,9.01,82.06,82.75,13.92,8.19,2.42
2022,2,7,0.05,81.98,80.38,15.08,10.52,2.38
2022,2,8,0.12,81.89,80.38,15.57,8.39,1.71
